content,score,text_token,text_clean,content_norm,text_stopword
"💖 terima kasih, sangat membantu, saran; komplain transaksi penjualan, di verifikasi OTP yang dikirim lewat SMS selalu telat diterima, sebelum bisa diterima (inbox), kurang lebih 15 sampai 20 menit, semoga selain SMS ada juga lewat WA, 💖,",5,"['💖', 'terima', 'kasih,', 'sangat', 'membantu,', 'saran;', 'komplain', 'transaksi', 'penjualan,', 'di', 'verifikasi', 'OTP', 'yang', 'dikirim', 'lewat', 'SMS', 'selalu', 'telat', 'diterima,', 'sebelum', 'bisa', 'diterima', '(inbox),', 'kurang', 'lebih', '15', 'sampai', '20', 'menit,', 'semoga', 'selain', 'SMS', 'ada', 'juga', 'lewat', 'WA,', '💖,']","['terima', 'kasih', 'sangat', 'membantu', 'saran', 'komplain', 'transaksi', 'penjualan', 'di', 'verifikasi', 'otp', 'yang', 'dikirim', 'lewat', 'sms', 'selalu', 'telat', 'diterima', 'sebelum', 'bisa', 'diterima', 'inbox', 'kurang', 'lebih', 'sampai', 'menit', 'semoga', 'selain', 'sms', 'ada', 'juga', 'lewat', 'wa']","['terima', 'kasih', 'sangat', 'membantu', 'saran', 'komplain', 'transaksi', 'penjualan', 'di', 'verifikasi', 'otp', 'yang', 'dikirim', 'lewat', 'sms', 'selalu', 'telat', 'diterima', 'sebelum', 'bisa', 'diterima', 'inbox', 'kurang', 'lebih', 'sampai', 'menit', 'semoga', 'selain', 'sms', 'ada', 'juga', 'lewat', 'wa']",terima kasih sangat membantu saran komplain transaksi penjualan verifikasi otp dikirim lewat sms selalu telat diterima bisa diterima inbox kurang lebih menit semoga sms juga lewat wa
Untuk saat ini.. Kalau bisa konek ke salah satu e-wallet biar gampang isi pulsanya atau ke salah satu bank digital kayak bank bagus.. jadi beli reksa dana lebih mudah dijalankan.. jadi gak ada. Tidak banyak biaya transfer seperti itu... Saya harap Anda mempertimbangkannya..,4,"['Untuk', 'saat', 'ini..', 'Kalau', 'bisa', 'konek', 'ke', 'salah', 'satu', 'e-wallet', 'biar', 'gampang', 'isi', 'pulsanya', 'atau', 'ke', 'salah', 'satu', 'bank', 'digital', 'kayak', 'bank', 'bagus..', 'jadi', 'beli', 'reksa', 'dana', 'lebih', 'mudah', 'dijalankan..', 'jadi', 'gak', 'ada.', 'Tidak', 'banyak', 'biaya', 'transfer', 'seperti', 'itu...', 'Saya', 'harap', 'Anda', 'mempertimbangkannya..']","['untuk', 'saat', 'ini', 'kalau', 'bisa', 'konek', 'ke', 'salah', 'satu', 'ewallet', 'biar', 'gampang', 'isi', 'pulsanya', 'atau', 'ke', 'salah', 'satu', 'bank', 'digital', 'kayak', 'bank', 'bagus', 'jadi', 'beli', 'reksa', 'dana', 'lebih', 'mudah', 'dijalankan', 'jadi', 'gak', 'ada', 'tidak', 'banyak', 'biaya', 'transfer', 'seperti', 'itu', 'saya', 'harap', 'anda', 'mempertimbangkannya']","['untuk', 'saat', 'ini', 'kalau', 'bisa', 'konek', 'ke', 'salah', 'satu', 'ewallet', 'biar', 'gampang', 'isi', 'pulsanya', 'atau', 'ke', 'salah', 'satu', 'bank', 'digital', 'kayak', 'bank', 'bagus', 'jadi', 'beli', 'reksa', 'dana', 'lebih', 'mudah', 'dijalankan', 'jadi', 'tidak', 'ada', 'tidak', 'banyak', 'biaya', 'transfer', 'seperti', 'itu', 'saya', 'harap', 'anda', 'mempertimbangkannya']",saat kalau konek salah satu ewallet biar gampang isi pulsanya ke salah satu bank digital kayak bank bagus jadi beli reksa dana lebih mudah dijalankan jadi ada banyak biaya transfer itu harap mempertimbangkannya
"Karena penghasilan saya kecil, saya tidak punya NPWP, jadi saya tidak bisa membuat akun. Padahal saya ingin menabung di reksa dana, adakah solusinya? Mohon diperbanyak pilihan pembayarannya, tambah via dana, link, dll agar transaksinya mudah, thxs",5,"['Karena', 'penghasilan', 'saya', 'kecil,', 'saya', 'tidak', 'punya', 'NPWP,', 'jadi', 'saya', 'tidak', 'bisa', 'membuat', 'akun.', 'Padahal', 'saya', 'ingin', 'menabung', 'di', 'reksa', 'dana,', 'adakah', 'solusinya?', 'Mohon', 'diperbanyak', 'pilihan', 'pembayarannya,', 'tambah', 'via', 'dana,', 'link,', 'dll', 'agar', 'transaksinya', 'mudah,', 'thxs']","['karena', 'penghasilan', 'saya', 'kecil', 'saya', 'tidak', 'punya', 'npwp', 'jadi', 'saya', 'tidak', 'bisa', 'membuat', 'akun', 'padahal', 'saya', 'ingin', 'menabung', 'di', 'reksa', 'dana', 'adakah', 'solusinya', 'mohon', 'diperbanyak', 'pilihan', 'pembayarannya', 'tambah', 'via', 'dana', 'link', 'dll', 'agar', 'transaksinya', 'mudah', 'thxs']","['karena', 'penghasilan', 'saya', 'kecil', 'saya', 'tidak', 'punya', 'npwp', 'jadi', 'saya', 'tidak', 'bisa', 'membuat', 'akun', 'padahal', 'saya', 'ingin', 'menabung', 'di', 'reksa', 'dana', 'adakah', 'solusinya', 'mohon', 'diperbanyak', 'pilihan', 'pembayarannya', 'tambah', 'via', 'dana', 'link', 'dan lain lain', 'agar', 'transaksinya', 'mudah', 'thxs']",penghasilan kecil tidak punya npwp jadi tidak membuat akun padahal ingin menabung reksa dana adakah solusinya mohon diperbanyak pilihan pembayarannya tambah via dana link lain agar transaksinya mudah thxs
Awalnya mudah. Tapi sudah seminggu ini saya tidak bisa membeli emas dengan keterangan tutup dan informasi di email padahal tidak ada informasi apapun. Biasanya saya jual tapi pas baru buka aplikasinya error. Apakah ada perbaikan pada aplikasi PD??,1,"['Awalnya', 'mudah.', 'Tapi', 'sudah', 'seminggu', 'ini', 'saya', 'tidak', 'bisa', 'membeli', 'emas', 'dengan', 'keterangan', 'tutup', 'dan', 'informasi', 'di', 'email', 'padahal', 'tidak', 'ada', 'informasi', 'apapun.', 'Biasanya', 'saya', 'jual', 'tapi', 'pas', 'baru', 'buka', 'aplikasinya', 'error.', 'Apakah', 'ada', 'perbaikan', 'pada', 'aplikasi', 'PD??']","['awalnya', 'mudah', 'tapi', 'sudah', 'seminggu', 'ini', 'saya', 'tidak', 'bisa', 'membeli', 'emas', 'dengan', 'keterangan', 'tutup', 'dan', 'informasi', 'di', 'email', 'padahal', 'tidak', 'ada', 'informasi', 'apapun', 'biasanya', 'saya', 'jual', 'tapi', 'pas', 'baru', 'buka', 'aplikasinya', 'error', 'apakah', 'ada', 'perbaikan', 'pada', 'aplikasi', 'pd']","['awalnya', 'mudah', 'tapi', 'sudah', 'seminggu', 'ini', 'saya', 'tidak', 'bisa', 'membeli', 'emas', 'dengan', 'keterangan', 'tutup', 'dan', 'informasi', 'di', 'email', 'padahal', 'tidak', 'ada', 'informasi', 'apapun', 'biasanya', 'saya', 'jual', 'tapi', 'pas', 'baru', 'buka', 'aplikasinya', 'error', 'apakah', 'ada', 'perbaikan', 'pada', 'aplikasi', 'pada']",awalnya mudah sudah seminggu bisa membeli emas keterangan tutup informasi email padahal ada informasi apapun biasanya saya jual pas baru buka aplikasinya error ada perbaikan aplikasi
"Semakin puas karena semakin mudah melakukan pembayaran dari e-wallet.. Terima kasih bareksa.. Semoga kedepannya semakin banyak terobosan bagi generasi muda, semakin mudah dalam berinvestasi",5,"['Semakin', 'puas', 'karena', 'semakin', 'mudah', 'melakukan', 'pembayaran', 'dari', 'e-wallet..', 'Terima', 'kasih', 'bareksa..', 'Semoga', 'kedepannya', 'semakin', 'banyak', 'terobosan', 'bagi', 'generasi', 'muda,', 'semakin', 'mudah', 'dalam', 'berinvestasi']","['semakin', 'puas', 'karena', 'semakin', 'mudah', 'melakukan', 'pembayaran', 'dari', 'ewallet', 'terima', 'kasih', 'bareksa', 'semoga', 'kedepannya', 'semakin', 'banyak', 'terobosan', 'bagi', 'generasi', 'muda', 'semakin', 'mudah', 'dalam', 'berinvestasi']","['semakin', 'puas', 'karena', 'semakin', 'mudah', 'melakukan', 'pembayaran', 'dari', 'ewallet', 'terima', 'kasih', 'bareksa', 'semoga', 'kedepannya', 'semakin', 'banyak', 'terobosan', 'bagi', 'generasi', 'muda', 'semakin', 'mudah', 'dalam', 'berinvestasi']",semakin puas semakin mudah melakukan pembayaran ewallet terima kasih bareksa semoga kedepannya semakin banyak terobosan generasi muda semakin mudah berinvestasi
"Sangat membantu dalam mengenal saham, transaksinya juga mudah, yang kurang menurut saya hanya transaksinya hanya melalui bank BCA, kalau bisa tambah pilihan banknya... Terima kasih",3,"['Sangat', 'membantu', 'dalam', 'mengenal', 'saham,', 'transaksinya', 'juga', 'mudah,', 'yang', 'kurang', 'menurut', 'saya', 'hanya', 'transaksinya', 'hanya', 'melalui', 'bank', 'BCA,', 'kalau', 'bisa', 'tambah', 'pilihan', 'banknya...', 'Terima', 'kasih']","['sangat', 'membantu', 'dalam', 'mengenal', 'saham', 'transaksinya', 'juga', 'mudah', 'yang', 'kurang', 'menurut', 'saya', 'hanya', 'transaksinya', 'hanya', 'melalui', 'bank', 'bca', 'kalau', 'bisa', 'tambah', 'pilihan', 'banknya', 'terima', 'kasih']","['sangat', 'membantu', 'dalam', 'mengenal', 'saham', 'transaksinya', 'juga', 'mudah', 'yang', 'kurang', 'menurut', 'saya', 'hanya', 'transaksinya', 'hanya', 'melalui', 'bank', 'bca', 'kalau', 'bisa', 'tambah', 'pilihan', 'banknya', 'terima', 'kasih']",sangat membantu mengenal saham transaksinya mudah kurang saya transaksinya melalui bank bca kalau tambah pilihan banknya terima kasih
"Cukup kecewa dengan aplikasi ini, setiap pembelian selalu terlambat satu hari. Sudah 3 hari sejak saya beli 12 April, belum ada konfirmasi. Saya DM Bareksa lewat Instagram dari siang, balasannya tertunda dalam proses. Berapa lama Anda ingin memprosesnya? Coba lari.",3,"['Cukup', 'kecewa', 'dengan', 'aplikasi', 'ini,', 'setiap', 'pembelian', 'selalu', 'terlambat', 'satu', 'hari.', 'Sudah', '3', 'hari', 'sejak', 'saya', 'beli', '12', 'April,', 'belum', 'ada', 'konfirmasi.', 'Saya', 'DM', 'Bareksa', 'lewat', 'Instagram', 'dari', 'siang,', 'balasannya', 'tertunda', 'dalam', 'proses.', 'Berapa', 'lama', 'Anda', 'ingin', 'memprosesnya?', 'Coba', 'lari.']","['cukup', 'kecewa', 'dengan', 'aplikasi', 'ini', 'setiap', 'pembelian', 'selalu', 'terlambat', 'satu', 'hari', 'sudah', 'hari', 'sejak', 'saya', 'beli', 'april', 'belum', 'ada', 'konfirmasi', 'saya', 'dm', 'bareksa', 'lewat', 'instagram', 'dari', 'siang', 'balasannya', 'tertunda', 'dalam', 'proses', 'berapa', 'lama', 'anda', 'ingin', 'memprosesnya', 'coba', 'lari']","['cukup', 'kecewa', 'dengan', 'aplikasi', 'ini', 'setiap', 'pembelian', 'selalu', 'terlambat', 'satu', 'hari', 'sudah', 'hari', 'sejak', 'saya', 'beli', 'april', 'belum', 'ada', 'konfirmasi', 'saya', 'dm', 'bareksa', 'lewat', 'instagram', 'dari', 'siang', 'balasannya', 'tertunda', 'dalam', 'proses', 'berapa', 'lama', 'anda', 'ingin', 'memprosesnya', 'coba', 'lari']",cukup kecewa aplikasi setiap pembelian selalu terlambat satu hari hari sejak beli april ada konfirmasi dm bareksa lewat instagram siang balasannya tertunda proses berapa lama ingin memprosesnya coba lari
"Cuma mau daftar saja dipersulit, lewat Aplikasi tertempel di Nomor Token, lewat Website tertahan di bagian No Rekening. Sudah banyak ulasan dengan masalah yang sama, silakan coba diperbaiki...",1,"['Cuma', 'mau', 'daftar', 'saja', 'dipersulit,', 'lewat', 'Aplikasi', 'tertempel', 'di', 'Nomor', 'Token,', 'lewat', 'Website', 'tertahan', 'di', 'bagian', 'No', 'Rekening.', 'Sudah', 'banyak', 'ulasan', 'dengan', 'masalah', 'yang', 'sama,', 'silakan', 'coba', 'diperbaiki...']","['cuma', 'mau', 'daftar', 'saja', 'dipersulit', 'lewat', 'aplikasi', 'tertempel', 'di', 'nomor', 'token', 'lewat', 'website', 'tertahan', 'di', 'bagian', 'no', 'rekening', 'sudah', 'banyak', 'ulasan', 'dengan', 'masalah', 'yang', 'sama', 'silakan', 'coba', 'diperbaiki']","['cuma', 'mau', 'daftar', 'saja', 'dipersulit', 'lewat', 'aplikasi', 'tertempel', 'di', 'nomor', 'token', 'lewat', 'website', 'tertahan', 'di', 'bagian', 'nomor', 'rekening', 'sudah', 'banyak', 'ulasan', 'dengan', 'masalah', 'yang', 'sama', 'silakan', 'coba', 'diperbaiki']",cuma mau daftar dipersulit lewat aplikasi tertempel nomor token lewat website tertahan bagian nomor rekening banyak ulasan masalah sama silakan coba diperbaiki
"Untuk fitur menabung emas ada Indogold juga kan? Tapi sepertinya menunya tidak ada. Mohon jika belum siap, informasinya tidak perlu ditampilkan. Terima kasih.",4,"['Untuk', 'fitur', 'menabung', 'emas', 'ada', 'Indogold', 'juga', 'kan?', 'Tapi', 'sepertinya', 'menunya', 'tidak', 'ada.', 'Mohon', 'jika', 'belum', 'siap,', 'informasinya', 'tidak', 'perlu', 'ditampilkan.', 'Terima', 'kasih.']","['untuk', 'fitur', 'menabung', 'emas', 'ada', 'indogold', 'juga', 'kan', 'tapi', 'sepertinya', 'menunya', 'tidak', 'ada', 'mohon', 'jika', 'belum', 'siap', 'informasinya', 'tidak', 'perlu', 'ditampilkan', 'terima', 'kasih']","['untuk', 'fitur', 'menabung', 'emas', 'ada', 'indogold', 'juga', 'kan', 'tapi', 'sepertinya', 'menunya', 'tidak', 'ada', 'mohon', 'jika', 'belum', 'siap', 'informasinya', 'tidak', 'perlu', 'ditampilkan', 'terima', 'kasih']",fitur menabung emas indogold kan sepertinya menunya ada mohon belum siap informasinya perlu ditampilkan terima kasih
Mudah sekali bagi pemula dalam bermain reksa dana... tingkatkan dan jangan mudah puas bagi developer sukses.,5,"['Mudah', 'sekali', 'bagi', 'pemula', 'dalam', 'bermain', 'reksa', 'dana...', 'tingkatkan', 'dan', 'jangan', 'mudah', 'puas', 'bagi', 'developer', 'sukses.']","['mudah', 'sekali', 'bagi', 'pemula', 'dalam', 'bermain', 'reksa', 'dana', 'tingkatkan', 'dan', 'jangan', 'mudah', 'puas', 'bagi', 'developer', 'sukses']","['mudah', 'sekali', 'bagi', 'pemula', 'dalam', 'bermain', 'reksa', 'dana', 'tingkatkan', 'dan', 'jangan', 'mudah', 'puas', 'bagi', 'developer', 'sukses']",mudah sekali pemula bermain reksa dana tingkatkan jangan mudah puas developer sukses
Sejauh ini puas dengan aplikasi Bareksa. CS-nya yang terbaik. Sayangnya beberapa pembayaran dikenakan biaya transaksi & PENGUMUMAN PEMENANG PROMO cenderung terlambat beberapa hari dari batas waktu yang telah ditentukan sebelumnya oleh Bareksa. Semoga kedepannya pelayanannya lebih baik lagi. BAREKSA sukses selalu,5,"['Sejauh', 'ini', 'puas', 'dengan', 'aplikasi', 'Bareksa.', 'CS-nya', 'yang', 'terbaik.', 'Sayangnya', 'beberapa', 'pembayaran', 'dikenakan', 'biaya', 'transaksi', '&', 'PENGUMUMAN', 'PEMENANG', 'PROMO', 'cenderung', 'terlambat', 'beberapa', 'hari', 'dari', 'batas', 'waktu', 'yang', 'telah', 'ditentukan', 'sebelumnya', 'oleh', 'Bareksa.', 'Semoga', 'kedepannya', 'pelayanannya', 'lebih', 'baik', 'lagi.', 'BAREKSA', 'sukses', 'selalu']","['sejauh', 'ini', 'puas', 'dengan', 'aplikasi', 'bareksa', 'csnya', 'yang', 'terbaik', 'sayangnya', 'beberapa', 'pembayaran', 'dikenakan', 'biaya', 'transaksi', 'pengumuman', 'pemenang', 'promo', 'cenderung', 'terlambat', 'beberapa', 'hari', 'dari', 'batas', 'waktu', 'yang', 'telah', 'ditentukan', 'sebelumnya', 'oleh', 'bareksa', 'semoga', 'kedepannya', 'pelayanannya', 'lebih', 'baik', 'lagi', 'bareksa', 'sukses', 'selalu']","['sejauh', 'ini', 'puas', 'dengan', 'aplikasi', 'bareksa', 'csnya', 'yang', 'terbaik', 'sayangnya', 'beberapa', 'pembayaran', 'dikenakan', 'biaya', 'transaksi', 'pengumuman', 'pemenang', 'promo', 'cenderung', 'terlambat', 'beberapa', 'hari', 'dari', 'batas', 'waktu', 'yang', 'telah', 'ditentukan', 'sebelumnya', 'oleh', 'bareksa', 'semoga', 'kedepannya', 'pelayanannya', 'lebih', 'baik', 'lagi', 'bareksa', 'sukses', 'selalu']",sejauh puas aplikasi bareksa csnya terbaik sayangnya beberapa pembayaran dikenakan biaya transaksi pengumuman pemenang promo cenderung terlambat beberapa hari batas waktu telah ditentukan sebelumnya bareksa semoga kedepannya pelayanannya lebih baik bareksa sukses selalu
"Investasi 150k...tapi pada saat penjualan, dana belum ditransfer dan tidak ada konfirmasi di email. Katanya sudah ditransfer sehari sebelumnya dan belum ada konfirmasi karena server sedang down. aplikasinya cacat, jancukkk, alasan janggal. Uang 150k melayang",1,"['Investasi', '150k...tapi', 'pada', 'saat', 'penjualan,', 'dana', 'belum', 'ditransfer', 'dan', 'tidak', 'ada', 'konfirmasi', 'di', 'email.', 'Katanya', 'sudah', 'ditransfer', 'sehari', 'sebelumnya', 'dan', 'belum', 'ada', 'konfirmasi', 'karena', 'server', 'sedang', 'down.', 'aplikasinya', 'cacat,', 'jancukkk,', 'alasan', 'janggal.', 'Uang', '150k', 'melayang']","['investasi', 'ktapi', 'pada', 'saat', 'penjualan', 'dana', 'belum', 'ditransfer', 'dan', 'tidak', 'ada', 'konfirmasi', 'di', 'email', 'katanya', 'sudah', 'ditransfer', 'sehari', 'sebelumnya', 'dan', 'belum', 'ada', 'konfirmasi', 'karena', 'server', 'sedang', 'down', 'aplikasinya', 'cacat', 'jancukkk', 'alasan', 'janggal', 'uang', 'k', 'melayang']","['investasi', 'ktapi', 'pada', 'saat', 'penjualan', 'dana', 'belum', 'ditransfer', 'dan', 'tidak', 'ada', 'konfirmasi', 'di', 'email', 'katanya', 'sudah', 'ditransfer', 'sehari', 'sebelumnya', 'dan', 'belum', 'ada', 'konfirmasi', 'karena', 'server', 'sedang', 'down', 'aplikasinya', 'cacat', 'jancukkk', 'alasan', 'janggal', 'uang', 'k', 'melayang']",investasi ktapi saat penjualan dana ditransfer tidak konfirmasi email katanya ditransfer sehari sebelumnya belum konfirmasi server sedang down aplikasinya cacat jancukkk alasan janggal uang k melayang
"Bagaimana ini? “Transfer uang belum selesai” proses pembelian gagal dan klik “butuh bantuan” juga tidak mengirim pesan, lalu bagaimana dengan uang saya jika gagal/dibatalkan? Tolong bantu. Kalau memang menguntungkan, minimal kembalikan ke OVO ya! Jangan memberikan ketidakpastian seperti ini.",2,"['Bagaimana', 'ini?', '“Transfer', 'uang', 'belum', 'selesai”', 'proses', 'pembelian', 'gagal', 'dan', 'klik', '“butuh', 'bantuan”', 'juga', 'tidak', 'mengirim', 'pesan,', 'lalu', 'bagaimana', 'dengan', 'uang', 'saya', 'jika', 'gagal/dibatalkan?', 'Tolong', 'bantu.', 'Kalau', 'memang', 'menguntungkan,', 'minimal', 'kembalikan', 'ke', 'OVO', 'ya!', 'Jangan', 'memberikan', 'ketidakpastian', 'seperti', 'ini.']","['bagaimana', 'ini', 'transfer', 'uang', 'belum', 'selesai', 'proses', 'pembelian', 'gagal', 'dan', 'klik', 'butuh', 'bantuan', 'juga', 'tidak', 'mengirim', 'pesan', 'lalu', 'bagaimana', 'dengan', 'uang', 'saya', 'jika', 'gagaldibatalkan', 'tolong', 'bantu', 'kalau', 'memang', 'menguntungkan', 'minimal', 'kembalikan', 'ke', 'ovo', 'ya', 'jangan', 'memberikan', 'ketidakpastian', 'seperti', 'ini']","['bagaimana', 'ini', 'transfer', 'uang', 'belum', 'selesai', 'proses', 'pembelian', 'gagal', 'dan', 'klik', 'butuh', 'bantuan', 'juga', 'tidak', 'mengirim', 'pesan', 'lalu', 'bagaimana', 'dengan', 'uang', 'saya', 'jika', 'gagaldibatalkan', 'tolong', 'bantu', 'kalau', 'memang', 'menguntungkan', 'minimal', 'kembalikan', 'ke', 'ovo', 'ya', 'jangan', 'memberikan', 'ketidakpastian', 'seperti', 'ini']",bagaimana transfer uang selesai proses pembelian gagal klik butuh bantuan tidak mengirim pesan lalu bagaimana uang jika gagaldibatalkan bantu kalau memang menguntungkan minimal kembalikan ovo jangan memberikan ketidakpastian ini
"Aplikasi bagus, saya sudah 1 tahun lebih menginvestasikan uang di Bareksa, dominan di pasar uang. Kalau aduan ditolak dan uang tidak dikembalikan, buktinya saya deposit lancar tiap bulan selama bertahun-tahun, tarik dana juga lancar tapi prosesnya memakan waktu beberapa hari kerja.",5,"['Aplikasi', 'bagus,', 'saya', 'sudah', '1', 'tahun', 'lebih', 'menginvestasikan', 'uang', 'di', 'Bareksa,', 'dominan', 'di', 'pasar', 'uang.', 'Kalau', 'aduan', 'ditolak', 'dan', 'uang', 'tidak', 'dikembalikan,', 'buktinya', 'saya', 'deposit', 'lancar', 'tiap', 'bulan', 'selama', 'bertahun-tahun,', 'tarik', 'dana', 'juga', 'lancar', 'tapi', 'prosesnya', 'memakan', 'waktu', 'beberapa', 'hari', 'kerja.']","['aplikasi', 'bagus', 'saya', 'sudah', 'tahun', 'lebih', 'menginvestasikan', 'uang', 'di', 'bareksa', 'dominan', 'di', 'pasar', 'uang', 'kalau', 'aduan', 'ditolak', 'dan', 'uang', 'tidak', 'dikembalikan', 'buktinya', 'saya', 'deposit', 'lancar', 'tiap', 'bulan', 'selama', 'bertahuntahun', 'tarik', 'dana', 'juga', 'lancar', 'tapi', 'prosesnya', 'memakan', 'waktu', 'beberapa', 'hari', 'kerja']","['aplikasi', 'bagus', 'saya', 'sudah', 'tahun', 'lebih', 'menginvestasikan', 'uang', 'di', 'bareksa', 'dominan', 'di', 'pasar', 'uang', 'kalau', 'aduan', 'ditolak', 'dan', 'uang', 'tidak', 'dikembalikan', 'buktinya', 'saya', 'deposit', 'lancar', 'tiap', 'bulan', 'selama', 'bertahuntahun', 'tarik', 'dana', 'juga', 'lancar', 'tapi', 'prosesnya', 'memakan', 'waktu', 'beberapa', 'hari', 'kerja']",aplikasi bagus sudah tahun lebih menginvestasikan uang bareksa dominan pasar uang kalau aduan ditolak uang dikembalikan buktinya deposit lancar tiap bulan selama bertahuntahun tarik dana lancar prosesnya memakan waktu beberapa hari kerja
"Makanya aplikasinya, saya baru mau daftar, nomornya benar, emailnya juga benar, masa berlaku token selalu habis, padahal tidak butuh waktu semenit pun saya langsung memasukkan nomor tokennya.",1,"['Makanya', 'aplikasinya,', 'saya', 'baru', 'mau', 'daftar,', 'nomornya', 'benar,', 'emailnya', 'juga', 'benar,', 'masa', 'berlaku', 'token', 'selalu', 'habis,', 'padahal', 'tidak', 'butuh', 'waktu', 'semenit', 'pun', 'saya', 'langsung', 'memasukkan', 'nomor', 'tokennya.']","['makanya', 'aplikasinya', 'saya', 'baru', 'mau', 'daftar', 'nomornya', 'benar', 'emailnya', 'juga', 'benar', 'masa', 'berlaku', 'token', 'selalu', 'habis', 'padahal', 'tidak', 'butuh', 'waktu', 'semenit', 'pun', 'saya', 'langsung', 'memasukkan', 'nomor', 'tokennya']","['makanya', 'aplikasinya', 'saya', 'baru', 'mau', 'daftar', 'nomornya', 'benar', 'emailnya', 'juga', 'benar', 'masa', 'berlaku', 'token', 'selalu', 'habis', 'padahal', 'tidak', 'butuh', 'waktu', 'semenit', 'pun', 'saya', 'langsung', 'memasukkan', 'nomor', 'tokennya']",makanya aplikasinya baru mau daftar nomornya benar emailnya benar masa berlaku token selalu habis padahal butuh waktu semenit saya langsung memasukkan nomor tokennya
"Saya sebagai pendaftar baru sempat kecewa, karena pendaftarannya susah, upload foto e-KTPnya susah ditambah lagi angle fotonya terbalik. Setelah berulang kali mengambil foto, saya tiba-tiba kembali ke login rumah saya.",1,"['Saya', 'sebagai', 'pendaftar', 'baru', 'sempat', 'kecewa,', 'karena', 'pendaftarannya', 'susah,', 'upload', 'foto', 'e-KTPnya', 'susah', 'ditambah', 'lagi', 'angle', 'fotonya', 'terbalik.', 'Setelah', 'berulang', 'kali', 'mengambil', 'foto,', 'saya', 'tiba-tiba', 'kembali', 'ke', 'login', 'rumah', 'saya.']","['saya', 'sebagai', 'pendaftar', 'baru', 'sempat', 'kecewa', 'karena', 'pendaftarannya', 'susah', 'upload', 'foto', 'ektpnya', 'susah', 'ditambah', 'lagi', 'angle', 'fotonya', 'terbalik', 'setelah', 'berulang', 'kali', 'mengambil', 'foto', 'saya', 'tibatiba', 'kembali', 'ke', 'login', 'rumah', 'saya']","['saya', 'sebagai', 'pendaftar', 'baru', 'sempat', 'kecewa', 'karena', 'pendaftarannya', 'susah', 'upload', 'foto', 'ektpnya', 'susah', 'ditambah', 'lagi', 'angle', 'fotonya', 'terbalik', 'setelah', 'berulang', 'kali', 'mengambil', 'foto', 'saya', 'tiba tiba', 'kembali', 'ke', 'login', 'rumah', 'saya']",sebagai pendaftar baru sempat kecewa pendaftarannya susah upload foto ektpnya susah ditambah angle fotonya terbalik berulang kali mengambil foto tiba tiba ke login rumah
Aplikasinya bagus banget buat monitoring portofolio reksadanaku.. selain itu ada fitur stimulasi reksa dana jadi kita bisa memperkirakan apakah RD cocok dengan tujuan keuangan yang kita pilih..lanjutin gaes😊😊,5,"['Aplikasinya', 'bagus', 'banget', 'buat', 'monitoring', 'portofolio', 'reksadanaku..', 'selain', 'itu', 'ada', 'fitur', 'stimulasi', 'reksa', 'dana', 'jadi', 'kita', 'bisa', 'memperkirakan', 'apakah', 'RD', 'cocok', 'dengan', 'tujuan', 'keuangan', 'yang', 'kita', 'pilih..lanjutin', 'gaes😊😊']","['aplikasinya', 'bagus', 'banget', 'buat', 'monitoring', 'portofolio', 'reksadanaku', 'selain', 'itu', 'ada', 'fitur', 'stimulasi', 'reksa', 'dana', 'jadi', 'kita', 'bisa', 'memperkirakan', 'apakah', 'rd', 'cocok', 'dengan', 'tujuan', 'keuangan', 'yang', 'kita', 'pilihlanjutin', 'gaes']","['aplikasinya', 'bagus', 'banget', 'buat', 'monitoring', 'portofolio', 'reksadanaku', 'selain', 'itu', 'ada', 'fitur', 'stimulasi', 'reksa', 'dana', 'jadi', 'kita', 'bisa', 'memperkirakan', 'apakah', 'rd', 'cocok', 'dengan', 'tujuan', 'keuangan', 'yang', 'kita', 'pilihlanjutin', 'gaes']",aplikasinya bagus banget buat monitoring portofolio reksadanaku itu fitur stimulasi reksa dana jadi bisa memperkirakan rd cocok tujuan keuangan kita pilihlanjutin gaes
